message_id,schema_version,tenant_id,site_id,message_type,asset_id,asset_type,timestamp,sequence_no,equipment_health.operating_state,equipment_health.bearing_temp_c,equipment_health.vibration_m_s2,equipment_health.hydraulic_pressure_psi,equipment_health.health_index,operating.engine_hours,diagnostics.battery_voltage,diagnostics.fault_codes
9f446bb5-2313-48fb-8f10-495e14775b28,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-001,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,71.8,4.14,3005.5,1.0,10268.56,24.6,[]
e11801b7-4686-46cb-972a-64c90db4cd8f,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-002,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,75.0,3.76,2900.7,1.0,10090.27,25.2,[]
e9b3551b-9518-4c45-8a60-c650d8ba7d5d,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-003,fixed_crusher,2026-09-01T16:18:06.854Z,2,faulted,100.2,9.62,2914.9,0.58,17521.08,25.0,"[""BEARING_OVERHEAT"",""VIBRATION_HIGH""]"
dc9a3fcb-995b-4950-a675-da1b18250d2a,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-004,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,69.4,4.44,3143.0,1.0,7556.8,25.1,[]
bf1e371b-b806-49ad-b68f-79c1dbf6c713,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-005,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,68.6,3.65,3140.5,1.0,7964.56,24.8,[]
606d7366-75fa-4c06-bacc-33a861613212,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-006,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,77.6,3.91,3075.4,1.0,4130.6,24.7,[]
0597209e-58ce-49e3-9ed3-d268db6479af,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-007,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,76.7,3.53,2991.3,1.0,14804.68,23.9,[]
d5d79564-cff4-4cf3-8dca-65646bfd3138,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-008,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,76.1,3.66,2945.6,1.0,9865.25,24.8,[]
b59e9754-2048-48ea-88e2-f06ec37493c3,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-009,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,71.0,3.95,2984.3,1.0,21513.63,24.9,[]
cb464ef5-4e18-4e4c-841a-d5d1ff0333de,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-010,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,69.6,4.47,2908.0,1.0,9015.58,24.9,[]
587a5434-c001-437d-b210-66702bbb2a21,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-011,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,76.3,4.25,3119.0,1.0,12762.03,24.6,[]
01949861-f770-4685-a1af-1dcf9260a8d1,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-012,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,73.0,4.28,3005.9,0.999,5623.27,24.0,[]
6a73bcb5-1d13-432e-b90c-4dc1117e16b8,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-013,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,77.8,3.64,2953.0,1.0,19491.06,24.7,[]
bd0634b7-f4b6-4263-a891-8e236a7042b2,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-014,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,75.5,4.12,3110.4,1.0,15163.74,24.9,[]
beff2f7b-dd73-41d8-b033-c98c8e3ac46a,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-015,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,74.4,4.41,2941.2,1.0,3475.15,24.9,[]
35bd444c-73cb-4a95-b517-72c7f3e080a7,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-016,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,69.1,3.59,3050.8,1.0,7578.69,25.0,[]
48f72148-1270-41ef-b11a-88aaca7f6bf1,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-017,fixed_crusher,2026-09-01T16:18:06.854Z,2,faulted,105.1,8.27,3049.3,0.58,10512.94,24.6,"[""BEARING_OVERHEAT"",""VIBRATION_HIGH""]"
675e2f91-d685-49bd-9082-9930d352afd2,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-018,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,70.7,4.57,3041.2,1.0,12811.79,24.6,[]
b85eee42-a82d-46db-bce4-15c28e6a9fee,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-019,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,71.1,4.54,2902.1,1.0,19458.88,24.3,[]
62df7ff8-fb61-41c1-b311-684e53da6567,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-020,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,69.9,4.33,3081.4,1.0,3849.68,25.2,[]
632f1ca7-ab2f-4907-84e0-025e95e458e6,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-021,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,72.1,4.32,2925.3,1.0,20321.7,24.9,[]
1ca25b46-c305-4c44-b3b0-46fbd9f47a35,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-022,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,71.8,4.14,3113.0,1.0,21416.93,24.2,[]
d7ea1538-f9f2-41cd-aae0-17bd8b34bdf4,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-023,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,76.9,3.6,3079.6,1.0,4784.24,25.0,[]
7c4af833-e77a-4ed3-ba0d-ececc822abd0,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-024,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,75.7,3.68,3140.9,1.0,17579.6,24.5,[]
7c68f4eb-da88-4606-8937-b2ba8af6c5a4,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-025,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,77.3,3.88,3096.3,1.0,4886.59,24.3,[]
860bf07e-c907-41c4-a443-e266b2dbd9ec,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-026,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,72.3,4.48,3093.5,0.999,8609.06,24.3,[]
97e8609c-abb5-49c9-bccb-545f638c8672,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-027,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,68.7,3.67,3056.9,1.0,4564.78,24.5,[]
dc0320ea-8600-497b-9eb1-42c8b50c15cd,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-028,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,76.7,4.1,3142.2,1.0,6843.47,24.9,[]
103115d9-757f-4e77-a329-a9c97bd6f2df,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-029,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,71.1,4.53,2940.4,1.0,6504.57,24.2,[]
52954aef-f253-4f95-b3be-b89db4bdb25a,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-030,fixed_crusher,2026-09-01T16:18:06.854Z,2,running,69.8,4.35,2964.5,1.0,13544.21,24.5,[]
a7f52ad2-4837-4d6e-8255-346629c03db3,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-001,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,71.5,4.42,2912.5,1.0,16458.42,24.0,[]
b017ba0c-2f09-4868-a785-e8b5b1726d45,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-002,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,73.0,4.55,3040.2,0.999,5622.65,25.1,[]
cf0532d2-51a4-4f7d-9e9b-7f7c0df706d8,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-003,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,75.3,3.98,3129.6,1.0,14322.84,24.2,[]
2f316e7b-f8d1-4c51-8e66-84f4d1a65b58,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-004,fixed_crusher,2026-09-01T16:18:11.854Z,3,faulted,100.8,9.76,2996.6,0.58,6152.55,25.1,"[""BEARING_OVERHEAT"",""VIBRATION_HIGH""]"
1fd19fcd-4193-411d-b06f-0000685cc9b6,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-005,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,69.7,3.98,3119.0,0.999,3962.99,24.9,[]
8791d639-ad91-4c80-b61e-bc9cefdc4ab2,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-006,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,70.5,3.96,2949.9,0.999,17244.71,24.2,[]
707a67a4-fa05-485d-87a7-1a0383b6aaaa,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-007,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,72.6,3.7,3095.6,0.999,13724.18,25.0,[]
f45f2fc4-ff8d-4076-9708-cd54f578cc08,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-008,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,74.9,4.05,3071.3,0.999,12502.24,24.3,[]
d0028211-cb88-4ab8-983d-8154764093b7,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-009,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,77.6,4.01,3128.1,0.999,15703.34,23.8,[]
97c4f8ad-c547-4c52-85f3-5b9e0256781b,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-010,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,69.4,4.5,3096.7,0.999,9812.95,24.6,[]
7da1eec0-c63a-49cb-9989-0c2e5873751b,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-011,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,77.0,4.47,2913.4,0.999,13414.94,25.0,[]
e1a021eb-bfb9-41cb-918b-2f2b5fc4d4b3,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-012,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,72.6,4.34,3029.5,0.999,11410.01,25.0,[]
f056c366-331e-4602-890c-b04de70a6ab9,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-013,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,77.9,3.62,3048.6,0.999,5653.2,25.0,[]
75e91fe3-98b0-4764-8782-6887b70e1661,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-014,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,76.6,3.63,3046.2,0.999,1652.92,24.5,[]
eb0367e8-af11-4e0e-8bc0-30b5929b1bda,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-015,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,73.2,4.12,3141.8,1.0,21343.98,24.0,[]
3e75c061-89bc-4f94-ba38-b5e00c68a8ce,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-016,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,69.5,4.19,3079.8,0.999,6910.22,25.1,[]
ab138745-6b53-4bfc-90f7-e22fd1fc82a5,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-017,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,70.0,3.57,2938.3,0.999,19136.11,25.0,[]
ed7929ad-881b-4c8e-a2ce-d20de9879f54,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-018,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,69.0,3.53,3026.5,1.0,14058.67,24.3,[]
41d95eda-3e99-48eb-a390-de5996ea8948,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-019,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,72.8,3.7,2958.7,0.999,1412.04,25.0,[]
9665176e-18c4-43b9-913a-bd3437180c10,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-020,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,72.4,4.22,2930.8,0.999,21835.86,24.0,[]
87851f42-451c-4c59-b0df-06053107a3fb,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-001,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,73.2,4.41,2973.7,0.999,21531.71,24.0,[]
c53f42d8-7342-47cd-a010-9914a291d5ef,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-002,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,72.4,3.98,2965.8,0.999,7608.76,25.0,[]
055a47aa-38a9-4482-a17f-87b482cc8b7e,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-003,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,69.2,3.89,2919.8,0.999,20160.47,24.9,[]
f4dc231e-c374-4dc5-b533-7e201bec9195,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-004,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,73.1,3.8,3057.7,0.999,4749.81,24.5,[]
fe53fca5-06f5-4163-aa60-0cd097eaeaea,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-005,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,71.1,4.52,3008.3,0.999,6832.71,25.1,[]
7a4a458c-82b7-4692-bb6a-33fb4f223a51,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-006,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,76.4,4.23,3119.4,0.999,17946.86,23.8,[]
9b3d4163-2905-4696-b9f4-3f963d38994e,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-007,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,69.4,3.91,3135.8,1.0,12836.97,24.7,[]
5a3a6549-eeea-4f49-b754-49f6b7bca3ea,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-008,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,76.1,4.31,2970.6,1.0,9297.67,24.1,[]
d4b73353-2979-4d37-9be6-ee26bd5ae0a5,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-009,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,76.6,4.32,2900.8,0.999,16779.65,23.9,[]
3e8acd47-2672-4453-bb57-1e4bbffd25d6,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-010,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,69.8,3.96,2965.8,0.999,14957.07,24.3,[]
2a54e83e-a18e-4ee4-9389-b38ff8b3c462,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-011,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,72.8,4.22,2945.0,0.999,14340.68,24.2,[]
de7c96ed-9dc1-4093-96f3-158982d06323,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-012,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,72.9,4.38,2998.1,0.999,9615.93,24.3,[]
c81c2204-bd78-43e2-81dd-d0ef92255a41,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-013,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,69.1,4.47,3088.7,0.999,11940.75,24.2,[]
2d1e71d9-9dff-4dcc-90b8-0b96112e8111,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-014,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,74.6,3.63,3016.2,0.999,12941.28,24.2,[]
c3fe0707-b81a-4cc5-bda9-9d6389fdf24f,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-015,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,75.0,4.35,3020.9,0.999,19856.46,24.9,[]
7009929e-96fa-4ca1-829e-ab3973222a1d,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-016,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,70.3,3.82,3026.9,0.999,16133.54,25.0,[]
8cedd39c-4704-42ae-97c7-20c4a69504d7,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-017,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,75.7,3.79,2979.4,1.0,12272.67,24.3,[]
c05402a2-abff-446b-8a9f-18fb7513913c,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-018,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,77.1,3.8,3082.0,0.999,17035.55,24.3,[]
45f5ac1a-39ae-4be0-98c4-11fe181967e2,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-019,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,72.1,4.13,2941.6,0.999,8763.69,24.1,[]
beafb81a-6243-4bba-9081-6ca572d52a51,1.0,acme-mining,site-02,equipment_health,ACME-S02-CRUSHER-020,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,74.1,3.86,3051.2,0.999,9132.85,23.8,[]
656525c6-3ee6-4547-a5ed-f8a2dffd21e9,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-001,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,72.5,3.83,2908.9,0.999,10268.56,24.0,[]
b05eadf8-bd19-4ddc-a6bf-911d7cdcf773,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-002,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,72.0,3.69,3033.7,0.999,10090.27,24.0,[]
f12ecbaf-55e5-4a72-87e4-7fdbbcd4eb88,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-003,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,76.9,3.88,3014.5,0.999,17521.08,24.7,[]
3eb98be8-0e9f-49d9-85ca-9728d035e891,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-004,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,77.3,4.4,3042.3,0.999,7556.8,23.9,[]
9a2503f7-ae6e-43cf-9153-9626e141c7c4,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-005,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,74.1,4.3,3103.1,1.0,7964.56,23.9,[]
5c2d3b28-b747-43d2-aa18-a08823de65b4,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-006,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,71.4,4.2,2975.5,1.0,4130.6,24.4,[]
8ee88c60-6ea6-4faa-aa7a-098256ae7891,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-007,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,75.2,4.32,2919.8,0.999,14804.68,25.1,[]
43bb1cc0-b9d8-47ae-9c0c-e4cb182d8d0e,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-008,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,73.7,4.59,3053.9,0.999,9865.25,24.6,[]
9fa197e9-0363-486c-a2cf-ea76057dac81,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-009,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,68.5,4.13,2953.8,0.999,21513.63,25.1,[]
6838b16d-4633-477f-ab2f-51df2239eaca,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-010,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,69.9,4.05,2911.4,0.999,9015.58,24.4,[]
7a54da4b-e97c-4d34-954e-36a6abf848f4,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-011,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,68.1,3.73,3095.5,1.0,12762.03,24.7,[]
45b82028-e3da-4164-bb39-9ac964e348a4,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-012,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,75.9,4.2,2924.3,0.999,5623.27,24.1,[]
00373cd7-550b-49dc-8dce-cf093bee0cea,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-013,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,74.1,4.3,3052.3,0.999,19491.07,24.4,[]
d6f49923-5c72-4cd3-bf36-7026de97d361,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-014,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,73.4,4.02,3039.4,0.999,15163.74,24.3,[]
ab39b000-2fbc-4c60-806a-bf5cb90f40a3,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-015,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,69.5,4.44,3024.7,0.999,3475.15,24.5,[]
09d89acd-5510-4fce-a0cd-16796004291f,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-016,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,72.0,4.23,3042.8,0.999,7578.69,23.9,[]
29e749cd-0292-4e39-ba15-1d4acb8dc560,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-017,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,68.8,4.32,3032.4,0.999,10512.94,24.2,[]
fc1efda8-0595-4a6d-9d71-536f29276616,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-018,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,72.7,3.67,3046.2,1.0,12811.8,24.7,[]
09d77612-c4c3-418c-8bd8-d6205a73ace8,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-019,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,75.6,4.33,2971.0,1.0,19458.88,24.8,[]
bf67effa-0fb7-4d1f-8aa2-ec3a394febf1,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-020,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,73.4,3.92,3137.2,1.0,3849.68,24.0,[]
20e99be5-dbd7-429d-a3cb-e3b6cf109563,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-021,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,69.1,3.82,3116.2,1.0,20321.71,24.9,[]
69942030-a20f-4dd6-a1aa-580c45cca646,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-022,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,73.5,3.89,2954.4,0.999,21416.93,25.1,[]
472421d8-1e59-4720-8ae0-48bb4e488968,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-023,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,74.3,4.23,3071.7,0.999,4784.24,24.7,[]
a022659f-7b08-40f0-94e5-0b3c2b0ce3d1,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-024,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,73.3,3.75,3001.0,0.999,17579.6,24.9,[]
76972a17-7e5e-4df6-b67e-f87a6e7fd013,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-025,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,69.6,4.46,3000.0,0.999,4886.59,23.8,[]
03a56f2f-2960-4f09-9435-5eca4cc4cda2,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-026,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,74.6,4.25,2924.6,0.999,8609.07,24.6,[]
4df6f45a-46a7-4c71-acf2-38719094972f,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-027,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,69.9,3.53,2956.0,0.999,4564.78,24.7,[]
9cd5e0a8-b221-4da8-8377-f73a8e6e6be3,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-028,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,73.7,3.95,2905.7,1.0,6843.47,24.7,[]
72d25229-312c-4fc5-bcae-a4d994e449e9,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-029,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,74.8,4.55,2905.7,0.999,6504.58,24.6,[]
f108e73f-51e9-4c4f-9c8c-5df5c2afb6ba,1.0,beta-minerals,north-site,equipment_health,BETA-NORTH-CRUSHER-030,fixed_crusher,2026-09-01T16:18:11.854Z,3,running,73.1,3.71,3128.3,1.0,13544.21,24.4,[]
68834ec0-109f-47be-b81c-008221674c8b,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-001,fixed_crusher,2026-09-01T16:18:16.854Z,4,running,73.4,3.94,3073.9,0.999,16458.42,24.1,[]
bcaac886-c573-42ee-a311-a6f0347977de,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-002,fixed_crusher,2026-09-01T16:18:16.854Z,4,running,76.8,3.95,2965.8,0.999,5622.65,24.8,[]
aa04e35d-3bbd-4afe-a07c-4028b73fc54c,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-003,fixed_crusher,2026-09-01T16:18:16.854Z,4,running,77.2,3.61,3139.0,0.999,14322.84,24.9,[]
7716e77d-e5c3-4262-be78-389c8d77c9cd,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-004,fixed_crusher,2026-09-01T16:18:16.854Z,4,running,73.7,3.59,3149.9,0.999,6152.55,24.4,[]
f6dd92bb-0a72-4e8a-adfe-b940c14a150a,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-005,fixed_crusher,2026-09-01T16:18:16.854Z,4,faulted,106.0,9.96,3023.6,0.58,3962.99,24.1,"[""BEARING_OVERHEAT"",""VIBRATION_HIGH""]"
dab4f5f2-04cb-4d81-9d9d-5294e3712c09,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-006,fixed_crusher,2026-09-01T16:18:16.854Z,4,running,70.2,3.51,2960.9,0.999,17244.71,23.8,[]
f918400f-6837-4e61-bc97-3239b83f6d16,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-007,fixed_crusher,2026-09-01T16:18:16.854Z,4,running,72.1,4.11,3042.0,0.999,13724.18,24.4,[]
4d0c2785-affa-44ea-a4c9-c0aba04641a0,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-008,fixed_crusher,2026-09-01T16:18:16.854Z,4,running,74.3,4.48,3144.8,0.999,12502.24,24.8,[]
e4ca166b-3240-4195-932e-68ec01a06a1e,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-009,fixed_crusher,2026-09-01T16:18:16.854Z,4,running,76.0,3.79,2992.6,0.999,15703.34,25.1,[]
55c2b7cd-9165-4494-ab6d-8e307576714e,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-010,fixed_crusher,2026-09-01T16:18:16.854Z,4,running,71.6,4.55,2933.6,0.999,9812.95,25.0,[]
46c6f7c2-2420-4a5b-af1b-81560bbb548e,1.0,acme-mining,site-01,equipment_health,ACME-S01-CRUSHER-011,fixed_crusher,2026-09-01T16:18:16.854Z,4,running,73.4,3.64,3145.3,0.999,13414.94,24.9,[]
